Age,Height,Sex_mapped,Overweight_Obese_Family_mapped,Consumption_of_Fast_Food_mapped,Frequency_of_Consuming_Vegetables_mapped,Number_of_Main_Meals_Daily_mapped,Food_Intake_Between_Meals_mapped,Smoking_mapped,Liquid_Intake_Daily_mapped,Calculation_of_Calorie_Intake_mapped,Physical_Excercise_mapped,Schedule_Dedicated_to_Technology_mapped,Type_of_Transportation_Used_mapped,Class_mapped
43,184,Male,No,Yes,Sometimes,3,Usually,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
43,180,Male,No,Yes,Rarely,3,Rarely,Yes,More than 2 Liters,Yes,5-6 days per week,1-2 hours per day,Automobile,Overweight
44,172,Male,No,No,Rarely,3,Sometimes,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Automobile,Overweight
44,175,Male,No,No,Sometimes,3,Sometimes,Yes,Between 1 and 2 Liters,No,No sports,1-2 hours per day,Automobile,Overweight
44,175,Male,Yes,No,Rarely,1 or 2 ,Sometimes,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
44,177,Male,No,No,Always,3,Rarely,Yes,More than 2 Liters,No,7 days per week,More than 5 hourse per day,Automobile,Overweight
45,168,Male,No,No,Rarely,3,Sometimes,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Overweight
45,169,Male,No,Yes,Always,3,Rarely,No,Less than 1 Liter,No,7 days per week,1-2 hours per day,Automobile,Overweight
45,169,Male,No,Yes,Rarely,3,Sometimes,Yes,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
45,172,Male,Yes,Yes,Rarely,3,Sometimes,No,Between 1 and 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
45,174,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Motorbike,Overweight
45,177,Male,No,Yes,Sometimes,3,Sometimes,Yes,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
46,169,Male,No,Yes,Always,3,Usually,No,Between 1 and 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
46,172,Male,No,No,Sometimes,3,Always,Yes,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Overweight
46,172,Male,Yes,No,Always,1 or 2 ,Usually,No,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
46,175,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,1-2 days per week,1-2 hours per day,Automobile,Overweight
46,177,Male,Yes,No,Rarely,3,Sometimes,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
46,180,Male,No,Yes,Rarely,3,Sometimes,Yes,More than 2 Liters,No,1-2 days per week,More than 5 hourse per day,Automobile,Overweight
47,166,Male,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
47,169,Male,No,Yes,Rarely,3,Sometimes,No,Less than 1 Liter,No,7 days per week,1-2 hours per day,Automobile,Overweight
47,173,Male,No,Yes,Sometimes,3,Usually,Yes,More than 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
47,175,Male,No,No,Rarely,3,Sometimes,Yes,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
47,180,Male,No,Yes,Sometimes,1 or 2 ,Usually,Yes,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
48,170,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
48,174,Male,No,No,Sometimes,1 or 2 ,Sometimes,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
48,177,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Overweight
48,177,Male,No,Yes,Always,3,Rarely,Yes,Less than 1 Liter,Yes,7 days per week,More than 5 hourse per day,Automobile,Overweight
48,165,Male,No,No,Always,3,Always,No,Between 1 and 2 Liters,No,1-2 days per week,3-5 hours per day,Automobile,Overweight
49,169,Male,Yes,Yes,Rarely,3,Rarely,No,Less than 1 Liter,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
49,170,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Overweight
49,175,Male,No,No,Sometimes,3,Always,No,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
49,178,Male,Yes,Yes,Rarely,3,Sometimes,Yes,Less than 1 Liter,Yes,3-4 days per week,3-5 hours per day,Automobile,Overweight
50,168,Male,No,Yes,Always,3,Always,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
50,170,Male,Yes,Yes,Sometimes,3,Sometimes,Yes,Between 1 and 2 Liters,Yes,1-2 days per week,3-5 hours per day,Automobile,Overweight
50,171,Male,No,Yes,Always,3,Rarely,No,More than 2 Liters,Yes,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
51,169,Male,No,No,Sometimes,1 or 2 ,Usually,No,More than 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
51,170,Male,Yes,No,Rarely,3,Sometimes,Yes,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
51,170,Male,No,No,Rarely,3,Sometimes,Yes,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
51,172,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
51,172,Male,No,Yes,Always,3,Always,No,More than 2 Liters,No,1-2 days per week,1-2 hours per day,Automobile,Overweight
52,175,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
52,176,Male,Yes,Yes,Sometimes,3,Sometimes,Yes,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
52,166,Male,No,No,Sometimes,3,Always,No,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
52,169,Male,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
53,170,Male,No,No,Sometimes,3,Sometimes,Yes,Less than 1 Liter,No,7 days per week,1-2 hours per day,Automobile,Overweight
53,172,Male,No,No,Sometimes,3,Sometimes,No,Less than 1 Liter,No,3-4 days per week,1-2 hours per day,Automobile,Overweight
54,168,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
54,173,Male,No,No,Always,1 or 2 ,Always,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Overweight
54,175,Male,No,No,Sometimes,3,Sometimes,Yes,Less than 1 Liter,No,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
19,165,Male,No,Yes,Sometimes,3,Always,Yes,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Public Transportation,Obesity
21,173,Male,Yes,Yes,Rarely,More than 3,Always,Yes,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Motorbike,Obesity
21,172,Male,Yes,No,Sometimes,3,Usually,Yes,Between 1 and 2 Liters,No,1-2 days per week,1-2 hours per day,Public Transportation,Obesity
24,166,Male,No,Yes,Sometimes,More than 3,Sometimes,Yes,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Motorbike,Obesity
25,173,Male,Yes,Yes,Rarely,More than 3,Always,Yes,Between 1 and 2 Liters,Yes,No sports,3-5 hours per day,Public Transportation,Obesity
26,177,Male,No,No,Sometimes,More than 3,Sometimes,No,Between 1 and 2 Liters,No,5-6 days per week,1-2 hours per day,Motorbike,Obesity
26,172,Male,Yes,Yes,Rarely,More than 3,Always,Yes,Less than 1 Liter,Yes,3-4 days per week,3-5 hours per day,Public Transportation,Obesity
28,176,Male,Yes,Yes,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,Yes,7 days per week,1-2 hours per day,Public Transportation,Obesity
29,175,Male,Yes,Yes,Rarely,3,Usually,Yes,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Public Transportation,Obesity
30,174,Male,No,No,Sometimes,More than 3,Always,Yes,Between 1 and 2 Liters,Yes,7 days per week,1-2 hours per day,Public Transportation,Obesity
30,181,Male,No,Yes,Rarely,More than 3,Always,Yes,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Public Transportation,Obesity
32,168,Male,No,Yes,Rarely,3,Sometimes,Yes,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Public Transportation,Obesity
32,177,Male,No,No,Sometimes,3,Usually,Yes,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Public Transportation,Obesity
32,183,Male,Yes,Yes,Rarely,More than 3,Always,No,Less than 1 Liter,Yes,7 days per week,1-2 hours per day,Walking,Obesity
33,171,Male,Yes,Yes,Rarely,More than 3,Usually,Yes,More than 2 Liters,Yes,7 days per week,3-5 hours per day,Walking,Obesity
33,163,Male,Yes,No,Sometimes,3,Rarely,Yes,More than 2 Liters,Yes,1-2 days per week,1-2 hours per day,Walking,Obesity
33,169,Male,No,Yes,Rarely,More than 3,Always,No,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Public Transportation,Obesity
33,173,Male,No,Yes,Rarely,3,Sometimes,Yes,Less than 1 Liter,No,3-4 days per week,1-2 hours per day,Public Transportation,Obesity
34,172,Male,Yes,Yes,Rarely,More than 3,Always,Yes,Between 1 and 2 Liters,Yes,No sports,3-5 hours per day,Public Transportation,Obesity
34,178,Male,No,Yes,Sometimes,3,Sometimes,Yes,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Public Transportation,Obesity
35,165,Male,No,Yes,Rarely,More than 3,Sometimes,Yes,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Public Transportation,Obesity
35,168,Male,No,Yes,Rarely,3,Sometimes,No,Between 1 and 2 Liters,No,3-4 days per week,1-2 hours per day,Public Transportation,Obesity
35,173,Male,Yes,No,Rarely,3,Sometimes,No,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Public Transportation,Obesity
35,179,Male,No,Yes,Rarely,More than 3,Always,No,Less than 1 Liter,Yes,7 days per week,More than 5 hourse per day,Public Transportation,Obesity
36,176,Male,No,Yes,Sometimes,3,Usually,Yes,Between 1 and 2 Liters,Yes,7 days per week,More than 5 hourse per day,Public Transportation,Obesity
36,182,Male,Yes,Yes,Sometimes,3,Usually,Yes,Less than 1 Liter,Yes,7 days per week,3-5 hours per day,Public Transportation,Obesity
37,161,Male,No,No,Rarely,More than 3,Always,Yes,Between 1 and 2 Liters,Yes,7 days per week,3-5 hours per day,Public Transportation,Obesity
37,182,Male,Yes,Yes,Rarely,3,Usually,Yes,Between 1 and 2 Liters,Yes,5-6 days per week,More than 5 hourse per day,Automobile,Obesity
38,164,Male,No,No,Sometimes,3,Sometimes,Yes,Less than 1 Liter,No,7 days per week,1-2 hours per day,Automobile,Obesity
38,177,Male,No,No,Rarely,More than 3,Always,No,Less than 1 Liter,No,1-2 days per week,More than 5 hourse per day,Automobile,Obesity
38,178,Male,Yes,Yes,Rarely,3,Always,Yes,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Obesity
39,173,Male,Yes,Yes,Sometimes,3,Usually,No,Less than 1 Liter,Yes,7 days per week,3-5 hours per day,Automobile,Obesity
39,177,Male,No,No,Sometimes,More than 3,Sometimes,Yes,More than 2 Liters,No,3-4 days per week,More than 5 hourse per day,Automobile,Obesity
39,191,Male,Yes,Yes,Rarely,More than 3,Always,Yes,Less than 1 Liter,No,3-4 days per week,1-2 hours per day,Automobile,Obesity
39,162,Male,No,Yes,Sometimes,3,Rarely,Yes,Between 1 and 2 Liters,No,7 days per week,More than 5 hourse per day,Automobile,Obesity
40,168,Male,No,No,Rarely,More than 3,Sometimes,No,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Obesity
40,172,Male,No,No,Rarely,More than 3,Sometimes,Yes,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Obesity
41,173,Male,No,No,Rarely,More than 3,Usually,No,More than 2 Liters,No,7 days per week,More than 5 hourse per day,Automobile,Obesity
41,177,Male,Yes,Yes,Sometimes,More than 3,Usually,Yes,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Obesity
41,179,Male,Yes,Yes,Rarely,More than 3,Usually,Yes,Less than 1 Liter,Yes,3-4 days per week,1-2 hours per day,Automobile,Obesity
42,168,Male,No,Yes,Rarely,More than 3,Always,Yes,Between 1 and 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Obesity
42,174,Male,No,No,Sometimes,3,Usually,Yes,Between 1 and 2 Liters,No,5-6 days per week,More than 5 hourse per day,Automobile,Obesity
42,177,Male,No,Yes,Rarely,More than 3,Usually,No,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Automobile,Obesity
43,168,Male,No,Yes,Rarely,3,Sometimes,No,Less than 1 Liter,No,5-6 days per week,1-2 hours per day,Automobile,Obesity
43,182,Male,Yes,No,Sometimes,3,Usually,Yes,Less than 1 Liter,No,1-2 days per week,More than 5 hourse per day,Automobile,Obesity
43,185,Male,Yes,Yes,Rarely,3,Usually,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Obesity
44,169,Male,No,No,Rarely,More than 3,Sometimes,Yes,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Obesity
44,172,Male,Yes,No,Sometimes,3,Usually,Yes,More than 2 Liters,Yes,7 days per week,1-2 hours per day,Automobile,Obesity
45,165,Male,No,No,Sometimes,3,Usually,No,Less than 1 Liter,No,3-4 days per week,More than 5 hourse per day,Automobile,Obesity
45,168,Male,No,Yes,Rarely,More than 3,Usually,Yes,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Obesity
45,172,Male,No,Yes,Sometimes,3,Usually,No,Between 1 and 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Obesity
45,177,Male,Yes,No,Sometimes,3,Usually,Yes,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Obesity
45,179,Male,No,Yes,Rarely,More than 3,Usually,Yes,More than 2 Liters,No,3-4 days per week,More than 5 hourse per day,Automobile,Obesity
46,163,Male,No,Yes,Sometimes,3,Rarely,No,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Obesity
46,169,Male,No,No,Rarely,3,Rarely,Yes,Between 1 and 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Obesity
46,174,Male,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,1-2 days per week,More than 5 hourse per day,Automobile,Obesity
47,178,Male,Yes,Yes,Rarely,More than 3,Usually,No,Between 1 and 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Obesity
47,182,Male,Yes,No,Sometimes,3,Usually,Yes,Less than 1 Liter,Yes,7 days per week,3-5 hours per day,Automobile,Obesity
48,167,Male,No,No,Rarely,More than 3,Sometimes,Yes,Between 1 and 2 Liters,No,7 days per week,More than 5 hourse per day,Automobile,Obesity
48,183,Male,Yes,No,Sometimes,3,Usually,Yes,Less than 1 Liter,Yes,3-4 days per week,1-2 hours per day,Automobile,Obesity
49,177,Male,No,No,Sometimes,3,Always,Yes,Between 1 and 2 Liters,Yes,5-6 days per week,More than 5 hourse per day,Automobile,Obesity
50,175,Male,No,No,Rarely,3,Always,Yes,Less than 1 Liter,No,3-4 days per week,1-2 hours per day,Automobile,Obesity
50,178,Male,No,Yes,Rarely,More than 3,Always,No,More than 2 Liters,Yes,7 days per week,1-2 hours per day,Automobile,Obesity
51,168,Male,No,No,Sometimes,3,Rarely,No,Less than 1 Liter,No,1-2 days per week,More than 5 hourse per day,Automobile,Obesity
51,171,Male,No,No,Rarely,3,Sometimes,No,Less than 1 Liter,No,1-2 days per week,1-2 hours per day,Automobile,Obesity
52,173,Male,No,No,Rarely,3,Sometimes,Yes,More than 2 Liters,No,5-6 days per week,More than 5 hourse per day,Automobile,Obesity
52,177,Male,No,No,Rarely,3,Sometimes,Yes,Between 1 and 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Obesity
52,179,Male,Yes,Yes,Rarely,More than 3,Usually,Yes,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Obesity
53,170,Male,No,No,Rarely,3,Rarely,No,Between 1 and 2 Liters,No,3-4 days per week,More than 5 hourse per day,Automobile,Obesity
53,174,Male,Yes,Yes,Sometimes,3,Sometimes,Yes,Less than 1 Liter,Yes,7 days per week,3-5 hours per day,Automobile,Obesity
54,171,Male,No,No,Rarely,More than 3,Sometimes,Yes,Between 1 and 2 Liters,No,1-2 days per week,More than 5 hourse per day,Public Transportation,Obesity
54,173,Male,No,Yes,Rarely,3,Sometimes,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Motorbike,Obesity
54,176,Male,No,No,Sometimes,3,Usually,Yes,Between 1 and 2 Liters,No,3-4 days per week,More than 5 hourse per day,Public Transportation,Obesity
19,168,Male,No,No,Rarely,1 or 2 ,Sometimes,No,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Walking,Underweight
21,172,Male,No,Yes,Rarely,More than 3,Sometimes,Yes,Between 1 and 2 Liters,No,1-2 days per week,3-5 hours per day,Motorbike,Underweight
23,175,Male,No,No,Always,1 or 2 ,Usually,Yes,Less than 1 Liter,No,No sports,3-5 hours per day,Walking,Underweight
24,170,Male,No,No,Always,1 or 2 ,Usually,Yes,Less than 1 Liter,No,No sports,3-5 hours per day,Motorbike,Underweight
25,175,Male,No,No,Always,1 or 2 ,Sometimes,Yes,More than 2 Liters,No,No sports,1-2 hours per day,Walking,Underweight
29,173,Male,Yes,No,Sometimes,1 or 2 ,Usually,No,Less than 1 Liter,No,No sports,3-5 hours per day,Bike,Underweight
36,169,Male,No,No,Always,3,Usually,No,Between 1 and 2 Liters,No,No sports,3-5 hours per day,Public Transportation,Underweight
18,158,Female,No,No,Always,1 or 2 ,Usually,Yes,More than 2 Liters,No,No sports,3-5 hours per day,Motorbike,Underweight
18,160,Female,Yes,No,Always,1 or 2 ,Usually,No,Less than 1 Liter,No,No sports,3-5 hours per day,Public Transportation,Underweight
18,162,Female,No,No,Sometimes,1 or 2 ,Sometimes,Yes,Less than 1 Liter,No,1-2 days per week,3-5 hours per day,Motorbike,Underweight
19,168,Female,No,No,Always,1 or 2 ,Sometimes,Yes,Less than 1 Liter,No,No sports,3-5 hours per day,Public Transportation,Underweight
20,158,Female,Yes,No,Always,1 or 2 ,Usually,Yes,Between 1 and 2 Liters,No,No sports,3-5 hours per day,Public Transportation,Underweight
21,160,Female,No,No,Sometimes,3,Usually,No,Less than 1 Liter,No,1-2 days per week,3-5 hours per day,Public Transportation,Underweight
21,160,Female,No,No,Always,1 or 2 ,Sometimes,Yes,Less than 1 Liter,No,No sports,More than 5 hourse per day,Public Transportation,Underweight
21,162,Female,No,No,Always,1 or 2 ,Sometimes,No,Between 1 and 2 Liters,No,No sports,3-5 hours per day,Motorbike,Underweight
22,163,Female,No,Yes,Sometimes,3,Sometimes,Yes,Less than 1 Liter,No,No sports,3-5 hours per day,Bike,Underweight
22,164,Female,No,No,Always,1 or 2 ,Usually,Yes,Between 1 and 2 Liters,No,No sports,3-5 hours per day,Public Transportation,Underweight
23,165,Female,No,No,Always,3,Usually,Yes,Less than 1 Liter,No,No sports,More than 5 hourse per day,Public Transportation,Underweight
23,160,Female,No,No,Sometimes,1 or 2 ,Usually,Yes,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Public Transportation,Underweight
23,167,Female,No,No,Always,3,Usually,No,Less than 1 Liter,No,No sports,More than 5 hourse per day,Walking,Underweight
23,169,Female,No,No,Sometimes,3,Sometimes,Yes,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Walking,Underweight
24,162,Female,No,Yes,Always,1 or 2 ,Sometimes,Yes,Less than 1 Liter,No,No sports,3-5 hours per day,Walking,Underweight
24,165,Female,No,No,Sometimes,3,Usually,No,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Public Transportation,Underweight
25,169,Female,No,No,Always,1 or 2 ,Sometimes,No,Less than 1 Liter,No,No sports,3-5 hours per day,Public Transportation,Underweight
27,158,Female,No,Yes,Sometimes,3,Sometimes,Yes,More than 2 Liters,No,No sports,3-5 hours per day,Public Transportation,Underweight
27,163,Female,No,No,Always,1 or 2 ,Sometimes,No,Less than 1 Liter,No,No sports,More than 5 hourse per day,Walking,Underweight
28,165,Female,No,No,Sometimes,3,Sometimes,Yes,Between 1 and 2 Liters,No,No sports,3-5 hours per day,Public Transportation,Underweight
29,159,Female,No,No,Always,3,Sometimes,Yes,Between 1 and 2 Liters,No,1-2 days per week,3-5 hours per day,Bike,Underweight
31,163,Female,No,No,Sometimes,1 or 2 ,Usually,No,Less than 1 Liter,No,1-2 days per week,More than 5 hourse per day,Public Transportation,Underweight
32,165,Female,No,No,Always,3,Usually,No,Between 1 and 2 Liters,No,No sports,More than 5 hourse per day,Public Transportation,Underweight
